,bio,followers,following,following_back,highlight_count,mutual,post_count,private,recently_joined,username,verified
_alexandriastein,clemson university ‘22 � matthew 6:33,1106,880,1,7,13,84,True,False,_alexandriastein,False
ellafurman,Snapchat-ella_furman // Clemson 2023� ΚΚΓ,1337,619,1,0,82,54,False,False,ellafurman,False
mallory_tedder,ᴄʟᴇᴍson☆KΔ,1829,1014,1,0,52,175,True,False,mallory_tedder,False
natalie.hillll,atl | clemson ‘23,703,658,1,0,52,30,True,False,natalie.hillll,False
rylee.horne,"� nashville ��� 
� UGA ’23 ���
� Δ Δ Δ",2714,2438,1,2,7,299,False,False,rylee.horne,False
lastino21,"ma | sc @axoclemson
if things were different, things would be different.",1136,1112,1,5,39,131,False,False,lastino21,False
emilyygerdes,Clemson // chi o,1443,759,1,0,34,143,True,False,emilyygerdes,False
lauren_baeza,lkn || clemson || ΣΚ,1155,1006,0,0,12,167,True,False,lauren_baeza,False
bridgetjoyce11,mount '19 // ud t&f ‘23,1220,1126,1,0,3,62,True,False,bridgetjoyce11,False
sarahkocherr,Clemson // Isaiah 60:22,1862,1220,0,2,37,138,True,False,sarahkocherr,False
hannahhburnss,"clemson '22 || ΑΧΩ || club volleyball
@thesensibletiger",1833,1549,1,7,51,142,True,False,hannahhburnss,False
elizapasterik,CLEMSON ‘22 // @clemson_chio,1512,1404,1,0,33,119,False,False,elizapasterik,False
carolinecheatham_,Florida • Clemson • aphi,2837,894,1,0,23,116,False,False,carolinecheatham_,False
raleigh.mccabe,"Clemson Class of ‘23// @clemsonkappadelta 
Snap:ramccabe",1014,1035,0,5,73,69,False,False,raleigh.mccabe,False
suzannatiffin,1 Peter 4:8 | clemson '23 ΚΚΓ,1277,1274,1,0,86,63,True,False,suzannatiffin,False
maisiepaulson,uh hilo wsoc,1716,1343,1,5,1,103,False,False,maisiepaulson,False
ali_alcala,☆ Clemson ‘23 ΔΔΔ,1393,1646,1,0,90,137,True,False,ali_alcala,False
addisonethredge_,clemson ‘23 || kappa delta,1371,1286,1,0,102,28,True,False,addisonethredge_,False
liana.j.d,New account,522,577,1,1,2,2,True,False,liana.j.d,False
cormickstockham,"DTX || Clemson 
@kkgclemson �",1388,1306,1,2,98,51,False,False,cormickstockham,False
hunterb013,Actual giant // Crew // Clemson CompE,689,634,1,0,55,113,True,False,hunterb013,False
jamie.reidd,"gcsu ‘23 | kappa delta
snap | jreid1313",1637,1579,1,4,19,60,True,False,jamie.reidd,False
cameroncuffe,"Tampa, FL � ΚΔ
Clemson University",1052,898,1,0,66,265,False,False,cameroncuffe,False
hacklytics,Hacklytics is the annual datathon hosted by Data Science at Georgia Tech. We aim to drive positive global change through the field of data science.,327,924,1,0,0,18,False,False,hacklytics,False
_laurencarder_,chicago // clemson,921,772,1,4,25,82,True,False,_laurencarder_,False
grantfwilkins,Clemson ‘23,923,658,1,0,35,15,False,False,grantfwilkins,False
india.a.johnston,,1416,1326,1,5,15,32,True,False,india.a.johnston,False
sleepyuniverse,"caffeine, canines, & chaos
clemson ⋆ psychology
� : @espressoteric",314,167,0,9,3,23,True,False,sleepyuniverse,False
racquelle.vellandi,"orange county, ca ☆ clemson equestrian ☆ aphi",1055,968,1,3,43,54,False,False,racquelle.vellandi,False
sophieturpin,� Clemson ‘23 �,1516,1091,1,0,45,18,True,False,sophieturpin,False
adri.mosh,Clemson ‘22 | Sc: adriannamosher,781,722,1,1,45,53,False,False,adri.mosh,False
katysnider,"Nothing else satisfies, only You, Lord
Clemson ‘23 | ΚΔ",1054,1190,1,0,88,127,True,False,katysnider,False
emilykeirr,go tigers // @clemson_chio,1493,1252,1,1,44,230,True,False,emilykeirr,False
lizzcrain,FM // Clemson // @clemsonkappadelta,2090,870,1,0,81,130,True,False,lizzcrain,False
caroline.earle,Deuteronomy 31:6 | CU ‘23,937,1091,1,0,15,55,True,False,caroline.earle,False
sarahemaunsell,clemson �★ st giles '03 ★ ����������‍♀�� @axoclemson,2121,1704,1,1,64,91,True,False,sarahemaunsell,False
laurenrielly,,1551,456,1,5,15,16,True,False,laurenrielly,False
ashleysnuggs,Clemson ‘23 | @skclemson,1523,904,1,0,24,52,True,False,ashleysnuggs,False
reaganhamm_,clemson ‘23 � ΧΩ,1637,1490,1,0,67,95,True,False,reaganhamm_,False
eanesbeans,"Clemson University ‘23 ΔΔΔ
THF #savagestrong",1692,1568,1,0,74,275,True,False,eanesbeans,False
rachelganderson,"the river, the spout // Clemson ‘23 // ρρρ",1254,1283,1,0,93,64,True,False,rachelganderson,False
catherine.ggreen,clemson ‘23 ���,654,558,1,0,20,21,True,False,catherine.ggreen,False
erinstitt16,comparison is the thief of joy.                                                              @adpi_gcsu,1082,909,1,2,7,31,False,False,erinstitt16,False
datboyshell,RB Marshall football �AllaboutAFE ALLaboutAKE #Free�arz ������,2656,1889,0,1,11,51,False,False,datboyshell,False
lauramarti98,Clemson ���,889,814,0,0,2,203,True,False,lauramarti98,False
bellaakup,CT ≫ CLEMSON • @skclemson,1421,1157,1,0,43,43,True,False,bellaakup,False
jd_coles,"• Clemson ‘22 •       
|@deltazetaclemson |",1043,1021,1,5,25,58,False,False,jd_coles,False
jaimeburczewski,"clemson chi o
not too groovy",1283,689,1,3,44,119,True,False,jaimeburczewski,False
gracekishh,"Atl | Oxford
@olemisskkg",3222,1591,1,0,34,90,True,False,gracekishh,False
natasha.vangrouw,"♥ clemson ‘23
� alpha phi @clemsonalphaphi  
♥ snap-natasha_kate1
� hhi ↝ clemson",827,1049,1,0,46,181,True,False,natasha.vangrouw,False
maddiee_joness,be the light → Mathew 4:15,787,970,1,0,22,29,True,False,maddiee_joness,False
chaseaustin___,sc: chase1500000,1151,946,1,0,134,2,False,False,chaseaustin___,False
rylee._.bell,�� ��� ��� � ����� �‍♀��‍♀�,578,924,1,4,35,4,False,False,rylee._.bell,False
erinfrancese,scituate ma  ☆  clemson,1321,951,1,5,13,91,True,False,erinfrancese,False
renedykstra,DELTA ZETA | CLEMSON,1497,1668,1,0,28,65,True,False,renedykstra,False
brown.han,clemson | tridelta,1991,1428,0,6,56,218,True,False,brown.han,False
transfersofvu,We are transfer student leaders who help facilitate Transfer Student Orientation and support the success of transfer students!,503,838,0,0,2,54,False,False,transfersofvu,False
argresham,clemson ‘23 � FTK � AΦ,775,715,1,0,50,143,True,False,argresham,False
franceskirk6,"Columbus, OH ��
UA Crew '19 • Clemson Crew ‘23",554,698,1,3,37,93,True,False,franceskirk6,False
emilygallagher74,"greenville, sc || @clemsonpiphi",1149,1204,1,0,32,128,False,False,emilygallagher74,False
emma.amrien,Gville ☆ Clemson ☆ Alpha Phi,1073,1247,0,0,21,29,False,False,emma.amrien,False
elliepattee,uga ‘23 � ΔZ                                             Sc @elliepattee,2329,2045,1,0,4,282,False,False,elliepattee,False
sarah.berger,Clemson • KΔ,1129,843,0,0,63,51,True,False,sarah.berger,False
jakecartrett,"G O D
Sc: Jakecartrett",1388,841,1,0,50,3,True,False,jakecartrett,False
julialiland,"snapchat: juliahooliaa
Nj // Clemson ‘22",824,858,1,1,7,99,True,False,julialiland,False
sydschier,"his love never fails
clemson | chi o",1865,1592,1,2,75,86,False,False,sydschier,False
aimeegrace17,"~Not all who wander are lost~
amosc: aimeegrace.23",632,1495,1,10,29,28,True,False,aimeegrace17,False
srnewsupdates,,71,5,1,0,45,63,True,False,srnewsupdates,False
sanders_inabinet,@kkgclemson �,1844,1187,1,2,77,192,True,False,sanders_inabinet,False
josephine_rohrer,CU ‘23,1293,690,1,2,34,32,False,False,josephine_rohrer,False
iamkroot,"� Clemson 22’ � KΔ �
� kill em with kindness �",1520,1470,1,7,74,88,True,False,iamkroot,False
mc.fresh,☆ CU ‘23 ☆                                                          @axoclemson,1661,1503,1,0,43,62,False,False,mc.fresh,False
gmiller00,clemson 23 // dz!!,1091,1064,1,0,88,38,True,False,gmiller00,False
suzanne_moorman,"cola, sc�// @clemsontridelta",1425,1103,0,1,76,26,False,False,suzanne_moorman,False
tyler_alcala,Atl | Clemson ΔΔΔ,1787,2320,1,0,102,136,True,False,tyler_alcala,False
thehackgt,Student organization and 501(c)(3) non-profit at Georgia Tech dedicated to Computer Science outreach in collegiate and high school communities.,861,66,0,1,3,49,False,False,thehackgt,False
_mary.flanagan_,"All for His glory 
UGA ‘23",964,1048,1,2,4,113,True,False,_mary.flanagan_,False
savannah_doughty,Chaug ‘19  Clemson ‘23 @clemson_chio ΧΩ  //snap: savannahd0610,1677,1731,1,0,91,21,True,False,savannah_doughty,False
michaela_santelia,clemson ‘23,1586,1158,1,0,107,123,True,False,michaela_santelia,False
maddiegracecarter,"SC � Clemson ΑΔΠ ‘22
@shopgingerly",1574,1122,1,5,25,98,True,False,maddiegracecarter,False
eliana__b,fcs’21// WCIO,1219,1219,1,5,68,11,True,False,eliana__b,False
madelyndullea,GVL • Clemson ΔΔΔ,1296,1125,0,0,61,155,True,False,madelyndullea,False
ellabinkley,gcsu ‘23 // zeta ♛,1004,988,1,3,7,102,False,False,ellabinkley,False
k8cola,annapolis md �,1014,957,1,3,21,55,True,False,k8cola,False
bgdeskins,Clemson ΔΔΔ,2192,1722,1,0,91,102,True,False,bgdeskins,False
gracynkarp,VBVA � CLEMSON 23’��⚡�� @axoclemson                                   sc//graaaymaaay,1771,1275,1,0,66,129,True,False,gracynkarp,False
virginiablandford,clemson ‘23 ☆KKG ☆ @kkgclemson,1615,1578,1,0,52,113,True,False,virginiablandford,False
eadonlee,matthew 6:21 | clemson kd,1093,1134,1,0,68,55,True,False,eadonlee,False
morgann.gardner,Clemson ‘23,2081,1620,1,0,53,233,True,False,morgann.gardner,False
brookebillings_,"Burg, SC | Clemson  ΧΩ | Luke 6:37 �
@clemson_chio",2315,1601,1,0,24,74,True,False,brookebillings_,False
mcclain_reed,Sc: mcclainreed,415,449,0,0,151,11,False,False,mcclain_reed,False
lukeschmidts_father,,112,164,0,0,34,47,True,False,lukeschmidts_father,False
kenz.kingerski,"prosper,tx | clemson ‘23
K∆
@reidbruton",1649,1334,1,5,93,79,False,False,kenz.kingerski,False
addisonmohl,CLEMSON ╳ ZTA,2688,1575,1,0,114,72,False,False,addisonmohl,False
iviegatlin,hiii,1928,837,1,0,0,370,True,False,iviegatlin,False
lizzycjordan,clem 22,2617,1111,1,0,62,82,False,False,lizzycjordan,False
jessicahardiman,"clemson ‘23
there is beauty in simplicity",1083,601,1,2,44,58,True,False,jessicahardiman,False
oliviagroach,Clemson ‘23,1644,998,1,1,37,70,True,False,oliviagroach,False
haydenpumphreyy,livin’ for Jesus�,2257,985,1,10,7,11,True,False,haydenpumphreyy,False
jordan_moran16,hilton head island | clemson university '21,652,769,0,0,4,55,False,False,jordan_moran16,False
ellagracerudolph,"��mama��
tiktok-egrudolph �",4676,505,1,3,38,35,False,False,ellagracerudolph,False
brennan.dougherty,Clemson ‘23,1608,1359,1,5,80,76,True,False,brennan.dougherty,False
kellydente,brick nj ☼ || clemson ‘23 || ΑΦ,1517,1009,0,7,37,17,True,False,kellydente,False
erinfeehilyy,SCIT MASS � CLEMSON � ZTA,1317,1144,1,0,49,56,True,False,erinfeehilyy,False
maddieclairw,"Greenwood, SC 
Clemson University",2196,1421,1,0,62,116,True,False,maddieclairw,False
_hannahchappell,SC | Clemson ‘23 | @axoclemson �,2308,1083,1,0,79,57,True,False,_hannahchappell,False
katerollins16,"nc | @clemsonkappadelta
@krollins_design",1513,967,1,0,71,112,True,False,katerollins16,False
kendra_guarnieri,clemson \\ aye chi oOo,1022,814,1,3,33,100,True,False,kendra_guarnieri,False
nick.guz,You can never truly know the value of a moment until all that’s left of it is a memory.,443,711,0,0,89,4,False,False,nick.guz,False
emma_shank,"clemson ‘23  
• i will build my life upon your love •
FTK // @clemsonmiracle",794,860,1,4,21,11,True,False,emma_shank,False
joecarmstrongsr,,8,16,1,0,6,1,True,False,joecarmstrongsr,False
rachel.harley,CU ‘23 • KΔ,1214,1109,1,0,78,102,True,False,rachel.harley,False
kaylasgray,to live is Christ ☆  clemson kd ☆ wren yl,967,883,1,12,69,51,True,False,kaylasgray,False
grace_marchese,317 | Clemson Nursing | ΧΩ                    @clemsonpanhellenic,1337,1170,1,0,40,145,True,False,grace_marchese,False
carolineross13,Knox—>Clem// clemson 23’ ΖΤΑ ♛,1821,1410,1,8,69,71,True,False,carolineross13,False
michaelacuoco12,CHS || Clemson ΔΔΔ,1493,1054,1,0,73,91,True,False,michaelacuoco12,False
lindseyleschack,Clemson � @clemsonkappadelta,1567,636,1,2,79,65,True,False,lindseyleschack,False
sydtindall,"chattanooga, tn ~ clemson university @clemsonkappadelta",2461,2078,1,5,109,135,True,False,sydtindall,False
oldrowcommodores,"•Old Row account for Vanderbilt University
•Affiliate of @oldrowofficial
•Not affiliated with Vanderbilt University
•DM pics, videos to be featured",953,130,0,0,2,11,True,False,oldrowcommodores,False
emilydancygier,�� � �������  ͛�� � ��� �,1128,1099,1,6,48,60,True,False,emilydancygier,False
malhatchett,"clemson university ΚΔ
|| john 15:5 ||
|| JOY ||",1658,1791,1,4,112,78,True,False,malhatchett,False
cortneygrayy,"☆ cort_gray479 // snap 
☆ Clemson ‘23 || @clemsonadpi",1322,1035,1,4,57,91,True,False,cortneygrayy,False
lilliebudnick,Charlotte || Clemson,1179,945,0,3,11,156,True,False,lilliebudnick,False
kt_lee,"Nashville, TN 
Clemson '23
↓ ♰ ↑",1668,827,1,0,48,47,True,False,kt_lee,False
acsharrison,atl,1557,786,1,2,10,72,False,False,acsharrison,False
annaclairebaileyy,gsu kappa delta�// mtp� @annabaileydesigns,22351,2098,1,5,47,376,False,False,annaclairebaileyy,False
haydenreinarz,ATX || Clemson ΧΩ,1739,1855,1,0,43,173,True,False,haydenreinarz,False
claire_polak,"dtx � Clemson ‘23 
@clemsonkappadelta",1599,1403,1,0,81,108,False,False,claire_polak,False
meg_templeton,CU ‘22  || Jan is cooler than me || @clemsonkappadelta,1211,844,1,4,68,231,True,False,meg_templeton,False
sallie_fm,Greenville | Clemson | KKG,1910,1512,1,4,74,62,True,False,sallie_fm,False
maddie_ettmueller,☆ georgia southern ☆ @chiomegagsu,1049,972,1,0,16,18,False,False,maddie_ettmueller,False
mmmayayaya,Chs | CU ΔΔΔ,2066,987,1,0,87,189,False,False,mmmayayaya,False
maddiekirkland_,COLA | CLEM,1494,1205,1,3,48,50,False,False,maddiekirkland_,False
aabbeybrownn,nashville | clemson university ‘23 | @clemson_chio,1359,1214,1,0,56,102,True,False,aabbeybrownn,False
casey.rochford,NJ | Clemson University | ΑΔΠ,884,855,1,4,39,43,True,False,casey.rochford,False
ansley.stone,"clemson '23 
choose joy ☆ expect miracles",776,596,1,1,14,43,True,False,ansley.stone,False
_chandlerpatrick,"sumter, sc ⋆ clemson ΔΔΔ",1371,1313,1,5,81,39,True,False,_chandlerpatrick,False
addison_skinner,NC // clemson ‘23,1115,1335,1,4,32,114,True,False,addison_skinner,False
carolinebarrows,Faith Over Fear ||  Clemson University ‘23,2243,1534,1,7,50,260,True,False,carolinebarrows,False
sfcloud,Clemson KD,2041,1896,1,0,76,262,True,False,sfcloud,False
brynnbeaton,"Boulder, CO ☀� Clemson ‘23
@clemsonpiphi | @clemsonget 
~appreciate the little things~",608,673,1,6,19,18,True,False,brynnbeaton,False
marybethsilva_,"md || clemson KΔ 
snap: mbsilva7",1267,1290,1,2,72,80,True,False,marybethsilva_,False
patricia.egan,PHL �� CLEMSON,1652,1423,1,5,6,55,True,False,patricia.egan,False
anna_birchfield,I will trust the one who steadies me | Clemson | AΔΠ,1438,1379,1,8,30,150,True,False,anna_birchfield,False
annalisa_hosea,"CU ‘22 ~ ΧΩ 
Groovy man",1021,858,0,0,41,65,True,False,annalisa_hosea,False
shreya_thammana,"clemson honors ‘23 � • greenville, sc • clf, france • shanghai, china",523,510,1,5,23,28,True,False,shreya_thammana,False
alleecobb,"★ @clemsonkappadelta ★
choose joy!!!",1725,1195,1,0,76,135,True,False,alleecobb,False
annascottgardner,loves dogs and starbucks morning buns                       @clemsonadpi,1612,1377,1,3,64,62,True,False,annascottgardner,False
molly.wiggins,Clemson Honors ‘23 | @clemsonkappadelta,1595,1025,1,4,84,93,True,False,molly.wiggins,False
madilbrown,California | CU’21,1297,1122,1,0,2,154,True,False,madilbrown,False
kelseyvrooman,"Clemson University ‘23 |  Darien, CT 
ΧΩ",1647,1611,1,0,68,76,True,False,kelseyvrooman,False
mackinley.hoffman,"fm, sc // clemson
kaydee�",1313,982,1,0,86,37,True,False,mackinley.hoffman,False
jennawilsonn_,"because of Him, I am set free•
wilmington, north carolina || clemson ‘23 @clemsonalphaphi",1381,1325,1,5,56,131,True,False,jennawilsonn_,False
annakateparham,AK • #staytrippy • Clemson ΚΚΓ,2752,2069,1,0,46,340,True,False,annakateparham,False
elisabethsachtleben,"clt, nc | clemson ‘23 
so many reasons to smile !!!!
☻  ☻  ☻",1429,1245,1,6,69,261,True,False,elisabethsachtleben,False
meghan_mcclanahan,clemson ‘23 ⚡� ΑΦ,1446,1298,1,4,56,248,True,False,meghan_mcclanahan,False
maggietyler_,DTX ☆ Clemson ‘23 ☆ @clemson_chio,1512,1452,1,3,73,83,True,False,maggietyler_,False
macycwolf,greenville ☆ @kkgclemson,2446,1559,1,0,108,106,True,False,macycwolf,False
liseyloo831,rfd | @clemsonkappadelta,1183,1152,1,0,78,108,True,False,liseyloo831,False
batts28,"Culver Academy ‘20 | Wharton ‘24 | UPenn Lacrosse
Huntsville, Alabama",2753,1909,0,0,10,116,True,False,batts28,False
belllaziolek,"nh @axoclemson
tigs on top",2378,2656,1,3,44,575,True,False,belllaziolek,False
breland_gann,Clemson ‘23 ΔΔΔ,1325,1067,1,0,78,43,False,False,breland_gann,False
mabeltunstall,"wilmington || clemson 
@clemsontridelta",1342,1109,1,1,96,94,True,False,mabeltunstall,False
emilyrezac_,ATL | @adpi_gcsu ‘23                                              ⋆ ☼ ⋆,3429,1918,1,2,13,184,True,False,emilyrezac_,False
kaylananderson,MA // @kkgclemson,1258,942,1,0,76,28,True,False,kaylananderson,False
olivia.calias,Clemson University•KΔ,1822,1580,1,0,74,69,True,False,olivia.calias,False
emauck29,,1607,1729,1,0,75,179,True,False,emauck29,False
kendallcopeland,hey what’s up hello // clemson // ☆ ZTA ☆,1445,1056,1,4,46,129,True,False,kendallcopeland,False
stephareford,Clemson ⚡� @clemsonalphaphi,947,1007,0,0,34,19,False,False,stephareford,False
mabryramey,"Greenwood, SC | Clemson ΔΔΔ",1876,1026,1,6,122,354,False,False,mabryramey,False
abbmccann,"rhode island � clemson
ΧΩ",1530,1004,1,3,53,73,True,False,abbmccann,False
delaneyskelly,CT ⚡� CLEMSON ⚡� ZTA,1585,688,1,3,36,127,True,False,delaneyskelly,False
jillianbostek,"roll with the punches 
jersey • clemson • aphi",1351,1323,0,1,27,37,False,False,jillianbostek,False
audreyrhartis,rock hill s.c.| clemson � tri delta,2355,1882,1,8,76,235,False,False,audreyrhartis,False
kellydrummondd,"Charleston, SC � Clemson ‘23
@axoclemson",1550,1508,1,0,63,76,True,False,kellydrummondd,False
hannah.t.matthews,"in Christ alone. 
north carolina 
� clemson²³",1241,868,1,7,58,112,False,False,hannah.t.matthews,False
juliaaanorman,"lakeland, fl || clemson ‘23 || KKΓ                                                          
sc:jujunorman.1",2843,2419,1,5,60,111,False,False,juliaaanorman,False
sophiarosso,"� Baltimore ↦ Clemson �
@axoclemson",2454,2212,1,4,99,221,True,False,sophiarosso,False
hackharvardcollege,"Official Instagram for all things HackHarvard. Our fifth annual hackathon just happened, October 18-20, 2019!",432,65,0,1,2,27,False,False,hackharvardcollege,False
mollypaulison,mn ☆ @axoclemson,1904,1123,1,0,56,68,True,False,mollypaulison,False
ellenspiers,"Greenville || Clemson ‘23 
@clemsontridelta",2192,1432,1,0,106,139,True,False,ellenspiers,False
livdisilvestre,� Clemson � AXΩ �,1694,1369,1,0,58,42,True,False,livdisilvestre,False
alexis.purple,"��yes, it’s my last name
��snap • stonehorsegurl
��ATL",3386,1735,0,5,33,81,False,False,alexis.purple,False
mary_grape,clemson � @axoclemson � ycg,1720,1748,1,0,47,145,True,False,mary_grape,False
autumnweinig,"☆ clemson ☆ maryland ☆ pi phi ☆
                funky fresh dawg",1023,1011,1,3,39,42,True,False,autumnweinig,False
kirbyybagwell,delray beach fl ☆ clemson univ ☆ @clemsonalphaphi,1564,1227,1,8,39,223,True,False,kirbyybagwell,False
momomidds,"see good in all things | cu ‘23
     @clemsonkappadelta",1636,1070,1,8,105,168,False,False,momomidds,False
michaelahansenn,"PH || AL II alpha omicron pi
Philippians 4:13",1807,3374,1,6,4,16,True,False,michaelahansenn,False
anniewalke,"clemson 23 • ΑΔΠ
venmo: anniewalke",1936,1410,1,5,62,155,False,False,anniewalke,False
gracieewellss,"Clemson ‘23
Jeremiah 29:11",596,694,1,1,31,5,True,False,gracieewellss,False
denuckolls,gvl | clemson ΔΔΔ,2109,1574,1,1,97,47,True,False,denuckolls,False
oliviakadee,,1254,756,1,0,23,32,True,False,oliviakadee,False
maryev_dill,Clemson ΧΩ,1193,1119,1,0,63,73,False,False,maryev_dill,False
lucia__williams,fmsc // CU // @clemsonkappadelta,1958,914,1,2,108,105,True,False,lucia__williams,False
lizasegars,clemson ΔΔΔ,1714,995,1,8,90,89,True,False,lizasegars,False
amandaamontes,"miami, fl 
clem
@axoclemson",1349,1191,1,7,59,114,True,False,amandaamontes,False
case0201,"☆ if the stars were made to worship so will I ☆
clemson university | ΣΑΩ
donate to the miracle network help some kids!!! link below check it out!",1514,1688,1,0,24,260,True,False,case0201,False
avabarros,"clemson u ‘23 
ayee chi o",1149,476,1,6,29,54,False,False,avabarros,False
rachael.levine,CLT � CLEM’23,1202,686,1,0,48,73,True,False,rachael.levine,False
faith.dettmann,Chicago | Clemson ‘23 | ΑΦ,1229,1106,1,0,67,8,False,False,faith.dettmann,False
laurendhinkle,atx // @clemsonkappadelta // be authentic !!,1884,2313,1,7,114,23,True,False,laurendhinkle,False
anna_peacock,"columbia, sc || clemson ΔΔΔ",1854,1686,1,3,88,132,True,False,anna_peacock,False
fellowship_christian_school,Ready The Remarkable,1457,98,0,1,129,2014,False,False,fellowship_christian_school,False
laurenkerwin_,"New Jersey & Clemson & Kappa Delta
snap: lauren_kerwin",1692,1450,1,15,109,274,True,False,laurenkerwin_,False
charlottegraceberg,"“Let all that you do be done in love”
1 Corinthians 16:14",509,631,1,2,122,5,True,False,charlottegraceberg,False
lilly.green,cu ‘23 � @deltazetaclemson,1584,1596,1,3,49,107,True,False,lilly.green,False
erinsikaitis,michigan ∥ clemson zta,1580,1380,1,5,37,129,True,False,erinsikaitis,False
hannah_marsh,Gville ★  Clemson University ‘21,3952,1392,1,4,18,303,False,False,hannah_marsh,False
pearsongroom,"Clemson ‘22 // KKΓ
 sc: pearsong",1538,1604,1,0,70,79,False,False,pearsongroom,False
catherineccampione,"VB, FL � @axoclemson
don’t look at me like that.. @lizdrastal",1756,1385,1,1,75,60,True,False,catherineccampione,False
elizabeth_moseley,"Charleston, SC // @clemsonalphaphi",1571,977,1,0,39,81,False,False,elizabeth_moseley,False
christinemlu,phl ☆ clemson ☆ piphi,1155,1021,1,3,13,63,True,False,christinemlu,False
havenflesch,His love endures forever || Clemson adpi,1641,798,1,0,48,63,True,False,havenflesch,False
savannah.till,Clemson ‘23,1826,828,1,5,15,48,True,False,savannah.till,False
jenna.perry11,DC | clemson XΩ,2228,1713,1,6,63,50,False,False,jenna.perry11,False
alina.kazmi,"Clemson University ‘23 
♛ ZTA ♛",1785,1323,1,5,70,57,False,False,alina.kazmi,False
briggsedmunds,"why not? // snap: briggsedmunds
clemson ‘23 ΔΔΔ",2170,1593,1,3,103,103,True,False,briggsedmunds,False
delaney_d_,"Clemson ‘23
snapchat// laned04",1905,1033,1,0,13,48,False,False,delaney_d_,False
jennagraves__,ftl | @clemsonadpi,2915,2225,1,7,66,135,True,False,jennagraves__,False
nataliebondd,Clemson University ‘22                                                                             ☆ KKG ☆,1792,1453,1,6,75,83,False,False,nataliebondd,False
peyton.koberg,★ clemson nursing ★ @clemsonadpi,2119,1209,1,6,93,76,False,False,peyton.koberg,False
smilemegan,"Clemson ‘23 � @kkgclemson 
His mercies are new every morning ♡",1695,1338,1,0,67,50,False,False,smilemegan,False
jesscossaboone,"nj
@clemson_zeta 
sc: jessiecoss",1096,797,1,5,26,44,False,False,jesscossaboone,False
libby.deronne,☆ CLEMSON ‘23 ☆ KAPPA,2492,1681,1,5,130,125,True,False,libby.deronne,False
13gracemichel,Clemson ΚΚΓ ☆ Proverbs 3:5-6,1220,978,1,5,57,98,True,False,13gracemichel,False
catpaphites,clemson ‘23 // ΔΔΔ,1924,1149,1,6,98,99,False,False,catpaphites,False
sophiaquinque,"� Charleston, SC
� Clemson ‘23",1379,867,1,5,28,89,True,False,sophiaquinque,False
jessiehoerner,"~ mb, sc
@clemsontridelta
sc: jessayyy1
����������",2421,1669,1,6,120,136,False,False,jessiehoerner,False
sydneydag,"Nashville, TN // Clemson ‘23 @clemsonadpi �",2308,1448,1,0,43,93,False,False,sydneydag,False
olivia_jones006,�O L I V I A�//dancer// jfca,214,445,1,2,9,12,True,False,olivia_jones006,False
cnlesesne,Clemson ΔΔΔ,2065,1344,1,0,82,161,True,False,cnlesesne,False
autumnoshields,"a constant work in progress !! lover of kids, rainy days, & picnics! I also aspire to ride my yellow bike on the moon someday! (Probably?!) ��Clem 23’",4687,1788,1,33,141,609,True,False,autumnoshields,False
abbykdugan,"Clemson ‘23
myrtle beach, sc
sc: abbydugan15",920,852,1,7,26,130,True,False,abbykdugan,False
_samanthajones_,"�����‍♀��
Charlotte NC | Clemson ‘23
sc: samanthajones1
Comparison is the thief of joy ◡̈ ◡̈ ◡̈",2575,1046,1,5,75,136,False,False,_samanthajones_,False
livtonetti,"�
PHILLY~Clemson ‘21",1792,1857,1,0,21,163,True,False,livtonetti,False
gracecarolineb,gc�clemson ‘23,1066,958,1,0,13,67,True,False,gracecarolineb,False
chrissy.nicole,"Greenville ☆ Clemson
 @cutigertwirlers",1051,828,1,2,16,46,True,False,chrissy.nicole,False
karliehilll,long island | clemson | kkg ���,1848,1795,1,4,119,52,False,False,karliehilll,False
amanda.salameno,nj ⋆ clemson ‘23 ⋆ ΑΦ,1448,1265,1,1,45,89,True,False,amanda.salameno,False
baileycardone,Greenville | Clemson ‘23 | @kkgclemson,2997,2937,1,4,109,100,False,False,baileycardone,False
sarah_orie,"lived to tell the tale 
clemson ‘22 | ΑΔΠ",1262,996,1,0,23,56,True,False,sarah_orie,False
laraabyrnee,lbny || clemson ‘23 || AΦ,1265,912,1,1,38,109,False,False,laraabyrnee,False
rycarlton,New York � @clemson_chio,1698,1479,1,5,72,69,True,False,rycarlton,False
jess_pittman_,"that’s showbiz baby 
clemson ‘21 @clemsonalphaphi",1226,1071,1,4,32,156,True,False,jess_pittman_,False
megann_clarkeee,� NJ � @clemson_zeta,1398,1105,1,5,45,237,True,False,megann_clarkeee,False
abbie.panuccio,"GREENVILLE, SC  ★ CLEMSON ★ ΑΔΠ",1892,1654,1,3,75,53,True,False,abbie.panuccio,False
sarabaldwin1,clemson ♛ zta,3704,1506,1,2,35,174,False,False,sarabaldwin1,False
miaacarrillo,@clemson_zeta,1744,1159,1,8,50,16,True,False,miaacarrillo,False
maddie.mearns,Clemson ‘23 | AXΩ �,1558,1574,1,1,47,137,True,False,maddie.mearns,False
meredithpryals,"whateva you do sis keep it cute sis 
georgia college | @ztagcsu ♕",1575,1413,1,0,7,199,False,False,meredithpryals,False
abbydewulf,"do small things with great love
ATL | clemson ‘23 | ΑΔΠ�",1139,887,1,2,39,121,False,False,abbydewulf,False
